ID,Author,Title,Place,Publisher,begin,end,Form,"Link (Trove, Digitised Pamphlet etc.)",Word Count,Place,PlaceNoState,Latitiude,Longitude
1043,Unknown,THE MURDERS AT WINDSOR AND RAINHILL.,"Bendigo, VIC",The Bendigo Independent,13/04/1892,14/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174511197 ,134,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
1042,Unknown,EUROPEAN NEWS. THE RAINHILL ATROCITIES.,"Ballarat, VIC",The Ballarat Star,13/04/1892,14/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204324625 ,184,"Ballarat, VIC",Ballarat,-37.56186088,143.8567497
64,Unknown,THE ALLEGED PORTRAIT OF WILLIAMS.,"Melbourne, VIC",The Age,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197002577,731,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
63,Unknown,HEARTLESS CONDUCT OF WILLIAMS.,"Sydney, NSW",The Sydney Morning Herald,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13871777,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
62,Unknown,ANOTHER WOMAN IN THE CASE.,"Launceston, TAS",Launceston Examiner,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3946061,1279,"Launceston, TAS",Launceston,-41.43860847,147.1365488
61,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3538846,2881,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
60,Unknown,The Windsor Murder.,"Portland, VIC",Portland Guardian,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/65390342,1382,"Portland, VIC",Portland,-38.25543638,141.5753424
59,Unknown,The Argus.,"Melbourne, VIC",The Argus,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8406296,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
58,Unknown,The Windsor Murder.,"Broken Hill, NSW",Barrier Miner,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44093111,823,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
57,Unknown,THE WINDSOR TRAGEDY.,"Ballarat, VIC",The Ballarat Star,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204323368,369,"Ballarat, VIC",Ballarat,-37.56186088,143.8567497
56,Unknown,THE WINDSOR TRAGEDY.,"Bathurst, NSW",National Advocate,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156662947,352,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
55,Unknown,THE CAREER OF WILLIAMS IN NEW SOUTH WALES.,"Sydney, NSW",The Sydney Morning Herald,14/03/1892,15/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13871778,678,"Sydney, NSW",Sydney,-33.87041555,151.2408677
176,Unknown,THE WINDSOR MURDER.,"Sydney, NSW",The Sydney Morning Herald,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13859235 ,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
175,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8412442 ,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
174,Unknown,EVIDENCE BY MR. WEBSTER.,"Adelaide, SA",The Advertiser,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25325738 ,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
173,Unknown,THE RAINHILL TRAGEDY.,"Perth, WA",The Daily News,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/76455499 ,47,"Perth, WA",Perth,-31.80289259,115.9542027
172,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3540371 ,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
171,Unknown,A WARRANT ISSUED.,"Adelaide, SA",The Express and Telegraph,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/28327462 ,50,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
170,Unknown,ARRANGMENTS FOR THE TRIAL.,"Melbourne, VIC",The Age,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19706444 ,240,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
169,Unknown,THE TRIAL OF WILLIAMS.,"Camperdown, VIC",Camperdown Chronicle,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601459 ,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
168,Unknown,THE RAINHILL ATROCITIES.,"Echuca, VIC",The Riverine Herald,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/114697610 ,122,"Echuca, VIC",Echuca,-36.13173993,144.7541626
167,Unknown,FOREIGN AND INTERCOLONIAL TELEGRAMS.,"Perth, WA",The W.A. Record,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/211975638 ,530,"Perth, WA",Perth,-31.80289259,115.9542027
166,Unknown,LATE CABLEGRAMS.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19008796 ,,"Maitland, NSW",Maitland,-32.73155209,151.5509751
165,Unknown,THE WINDSOR MURDERER.,"Hamilton, VIC",Hamilton Spectator,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/226164421 ,295,"Hamilton, VIC",Hamilton,-37.74397841,142.0218746
164,Unknown,THE WINDSOR MURDERER.,"Hay, NSW","The Hay Standard and Advertiser for Balranald, Wentworth, Maude…",14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/144692782 ,2267,"Hay, NSW",Hay,-34.49806862,144.8347941
163,Unknown,THE WINDSOR TRAGEDY. DEEMING IN GAOL. WRITING HIS BIOGRAPHY.,"Camperdown, VIC",Camperdown Chronicle,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601458 ,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
162,Unknown,"THE WINDSOR MURDER. THE ""JACK THE RIPPER"" THEORY.","Adelaide, SA",The Advertiser,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25325750 ,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
161,Unknown,A WARRANT ISSUED.,"Adelaide, SA",The Advertiser,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25325749 ,51,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
160,Unknown,ENGLISH WARRANT GRANTED.,"Melbourne, VIC",The Age,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19706421 ,64,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
65,Unknown,The Windsor Tragedy.,"Camperdown, VIC",Camperdown Chronicle,14/04/1892,15/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601458,,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
67,Unknown,A Strange Bequest,"Hobart, TAS",The Mercury,14/05/1892,15/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12741569,,"Hobart, TAS",Hobart,-42.88049268,147.3193518
66,Unknown,Is Deeming the Whitechapel Murderer?,"Perth, WA",Western Mail,14/05/1892,15/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33074340,,"Perth, WA",Perth,-31.80289259,115.9542027
68,Unknown,FREDERICK BAILEY DEEMING. HIS LIFE AND HIS CRIMES. FROM THE CRADLE TO THE GALLOWS. A CRIMINAL OCTOPUS. THE SEVEN AGES OF A MURDERER. IN HIS TIME HE HAS PLAYED MANY PARTS. NO XIII. ,"Bathurst, NSW",National Advocate,14/06/1892,15/06/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156654157,,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
87,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",The Advertiser,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816094,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
86,Unknown,THE MURDER AT WINDSOR.,"Melbourne, VIC",The Argus,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8406840,3070,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
85,Unknown,ThE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3538914,2680,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
84,Unknown,THE WINDSOR MURDER.,"Rockhampton, QLD",Morning Bulletin,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/52430954,1868,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
83,Unknown,THE MURDER AT WINDSOR.,"Melbourne, VIC",The Argus,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8406452,2522,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
82,Unknown,THE CAREER OF WILLIAMS IN NEW SOUTH WALES.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007645,747,"Maitland, NSW",Maitland,-32.73155209,151.5509751
81,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13855526,2051,"Sydney, NSW",Sydney,-33.87041555,151.2408677
80,Unknown,THE WINDSOR TRAGEDY.,"Hobart, TAS",The Mercury,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738247,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
79,Unknown,THE WINDSOR MYSTERY.,"Adelaide, SA",The Advertiser,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816008,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
78,Unknown,[BY ELECTRIC TELEGRAPH.],"Ipswich, QLD","Queensland Times, Ipswich Herald and General Advertiser",15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/123018681,3345,"Ipswich, QLD",Ipswich,-27.6231251,152.7598715
77,Unknown,THE WINDSOR TRAGEDY.,"Hay, NSW",The Riverine Grazier,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/140466556,198,"Hay, NSW",Hay,-34.49806862,144.8347941
76,Unknown,THE WINDSOR TRAGEDY.,"Traralgon, VIC",Traralgon Record,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/5927919,837,"Traralgon, VIC",Traralgon,-38.19488665,146.5376936
75,Unknown,Arrest of the Windsor Murderer.,"Toowoomba, QLD",Toowoomba Chronicle and Darling Downs General Advertiser,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/220599607,1441,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
74,Unknown,THE WINDSOR MURDER.,"Bairnsdale, VIC",Bairnsdale Advertiser and Tambo and Omeo Chronicle,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/84818069,1475,"Bairnsdale, VIC",Bairnsdale,,
73,Unknown,The Windsor Tragedy.,"Sydney, NSW",Evening News,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113754268,1598,"Sydney, NSW",Sydney,-33.87041555,151.2408677
72,Unknown,THE WINDSOR TRAGEDY.,"Charters Towers, QLD",The Northern Miner,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/78506220,669,"Charters Towers, QLD",Charters Towers,-20.07632826,146.2716862
71,Unknown,THE WINDSOR TRAGEDY.,"Armidale, NSW",The Armidale Express and New England General Advertiser,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/189974100,625,"Armidale, NSW",Armidale,-30.5054839,151.6732961
70,Unknown, The Windsor Murder. (Herald.) REPORTED ARREST OF WILLIAMS.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007641,1601,"Maitland, NSW",Maitland,-32.73155209,151.5509751
69,Unknown,"DEEMING, ALIAS SWANSTON.","Sydney, NSW",The Sydney Morning Herald,15/03/1892,16/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13855524,,"Sydney, NSW",Sydney,-33.87041555,151.2408677
1087,Unknown,"[BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, THURSDAY.","Sydney, NSW",The Sydney Morning Herald,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13861660 ,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
1086,Unknown,BARON SWANSTON.,"Geraldton, WA",Victorian Express,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/212532831,N/A,"Geraldton, WA",Geraldton,-28.77909455,114.6153398
1085,Unknown,WRITING HIS BIOGRAPHY.,"Adelaide, SA",The Advertiser,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25325833 ,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
1084,Unknown,THE RAINHILL MURDERS.,"Sydney, NSW",The Sydney Morning Herald,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13861659,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
1083,Unknown,THE WINDSOR MURDER.,"Elmore, VIC",The Elmore Standard,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/253389589 ,151,"Elmore, VIC",Elmore,-36.49411253,144.6076499
1082,Unknown,VICTORIA.,"Perth, WA",The West Australian,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034527 ,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
1081,Unknown,TELEGRAMS. FOREIGN.  ,"Perth, WA",The West Australian,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034481 ,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
1080,Unknown,ENGLISH WARRANT GRANTED.,"Sale, Vic",Gippsland Times,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/65308357 ,59,"Sale, Vic",Sale,-38.1707434,147.0663944
179,Unknown,"TO-DAY, FRIDAY, APRIL 15.","Rockhampton, QLD",Morning Bulletin,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/52430058 ,N/A,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
178,Unknown,CABLE MESSAGES.,"Brisbane, QLD",The Brisbane Courier,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3540443 ,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
177,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,15/04/1892,16/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3540429 ,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
88,Unknown,FREDERICK BAILEY DEEMING. HIS LIFE AND HIS CRIMES. FROM THE CRADLE TO THE GALLOWS. A CRIMINAL OCTOPUS. THE SEVEN AGES OF A MURDERER. IN HIS TIME HE HAS PLAYED MANY PARTS. NO XIV. ,"Bathurst, NSW",National Advocate,15/06/1892,16/06/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156667630,,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
100,Unknown,The Windsor Tragedy.,"Scone, NSW",The Scone Advocate,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/161600421,793,"Scone, NSW",Scone,-32.04853389,150.8677368
99,Unknown,THE WINDSOR MURDER.,"Hay, NSW","The Hay Standard and Advertiser for Balranald, Wentworth, Maude…",16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/144686744,1793,"Hay, NSW",Hay,-34.49806862,144.8347941
98,Unknown,CASES OF SWINDLING AND BIGAMY.,"Bendigo, VIC",The Bendigo Independent,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174510146,2576,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
97,Unknown,THE Windsor Murder.,"Toowoomba, QLD",Western Star and Roma Advertiser,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/97512052,2469,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
96,Unknown,CASES OF SWINDLING AND BIGAMY.,"Bendigo, VIC",Bendigo Advertiser,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89015914,964,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
95,Unknown,THE WINDSOR MYSTERY.,"Charters Towers, QLD",The Northern Mining Register,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/79332503,1641,"Charters Towers, QLD",Charters Towers,-20.07632826,146.2716862
94,Unknown,[BY TELEGRAPH.],"Maryborough, QLD","Maryborough Chronicle, Wide Bay and Burnett Advertiser",16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/146879895,967,"Maryborough, QLD",Maryborough,-25.53655572,152.6985569
93,Unknown,THE WINDSOR TRAGEDY.,"Warwick, QLD",Warwick Examiner and Times,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/82217307,821,"Warwick, QLD",Warwick,-28.21486955,152.035176
92,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033202,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
91,Unknown,FURTHER EXTRA ORDINARY REVELATIONS.,"Geelong, VIC",Geelong Advertiser,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/149926403,896,"Geelong, VIC",Geelong,-38.15615697,144.3630346
90,Unknown,WILLIAMS IN SYDNEY.,"Sydney, NSW",The Daily Telegraph,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/236049840,255,"Sydney, NSW",Sydney,-33.87041555,151.2408677
89,Unknown,"MELBOURNE, Wednesday.","Broken Hill, NSW",Barrier Miner,16/03/1892,17/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44082009,40,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
1115,Unknown,THE RAINHILL HORRORS.,"Melbourne, VIC",Weekly Times,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/220475749,417,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
1114,Unknown,SPECIAL CABLES.,"Sydney, NSW",The Sydney Morning Herald,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13867883,272,"Sydney, NSW",Sydney,-33.87041555,151.2408677
1113,Unknown,TELEGRAMS FOREIGN,"Perth, WA",The West Australian,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034536,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
1112,Unknown,THE RAINHILL MURDER.,"Brisbane, QLD",The Queenslander,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19823147,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
1111,Unknown,WINDSOR TRAGEDY.,"Launceston, TAS",The Tasmanian,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200295249,90,"Launceston, TAS",Launceston,-41.43860847,147.1365488
1110,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Queenslander,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19823158,753,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
119,Unknown,ARRANGEMENTS FOR THE TRIAL.,"Adelaide, SA",The Advertiser,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/25325897,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
1108,Unknown,THE WINDSOR TRAGEDY.,"Melbourne, VIC",Leader,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197975393,380,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
117,Unknown,THE RAINHILL TRAGEDY.,"Perth, WA",The Inquirer and Commercial News,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69702281 ,47,"Perth, WA",Perth,-31.80289259,115.9542027
116,Unknown,LOCAL AND GENERAL NEWS.,"Rockhampton, QLD",The Capricornian,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/66320631 ,1293,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
1105,Unknown,THE WINDSOR MURDER.,"Melbourne, VIC",The Australasian,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138625973 ,151,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
1104,Unknown,THE BAIRNSDALE BOX.,"Melbourne, VIC",Leader,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197975577 ,639,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
1103,Unknown,THE WINDSOR MURDER.,"Perth, WA",Western Mail,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33071451 ,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
1102,Unknown,DEEMING'S LIFE IN SYDNEY.,"Sydney, NSW",Australian Town and Country Journal,16/04/1892,17/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/71236729 ,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
