Placename,Filename,Filename.1,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
YORK,LOCATION,18750101-29-2973496 (1 of 3).txt,YORK,WA,-31.87259029,116.7833291,100,29,VASSE.,29,"The Western Australian Times (Perth, WA : 1874 - 1879)",5,1875-01-01,Article,2877,N,18,"A public dinner was given to His Excellency Governor Weld on the evening of his arrival at the Vasse. It was attended by some 28 of the principal settlers. The harvest, activity of the",https://nla.gov.au/nla.news-article2973496,http://trove.nla.gov.au/newspaper/page/727786
VASSE,LOCATION,18750216-29-2973699 (1 of 1).txt,VASSE,WA,-33.67781131,115.2352321,100,29,"GERALDTON, (Friday, 12th Feb, 1875.)",29,"The Western Australian Times (Perth, WA : 1874 - 1879)",5,1875-02-16,Article,181,N,0,"On Wednesday, the Steamer arrived after a quick run of 26 hours from Fremantle, bringing about forty passengers, and English and Colonial mails. It is with some suprise that",https://nla.gov.au/nla.news-article2973699,http://trove.nla.gov.au/newspaper/page/728019
NORTHAM,LOCATION,18771016-29-2978233 (2 of 2).txt,NORTHAM,WA,-31.65293969,116.6829514,100,29,"THURSDAY, OCT. 11. CROUCH V. WILDING. SWALE v. WILDING.",29,"The Western Australian Times (Perth, WA : 1874 - 1879)",2,1877-10-16,Article,2233,N,0,"James Barndon, the first witness examined this morning, said he was a farmer living in the neighborhood of Mokine, and that on the morning of the fire he was at Lawnswood",https://nla.gov.au/nla.news-article2978233,http://trove.nla.gov.au/newspaper/page/729230
PERTH,LOCATION,18790121-29-2980567 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100,29,"COUNTRY NEWS. Our Eastern Districts Letter. From our own correspondent. NORTHAM, 11th. Jan.",29,"The Western Australian Times (Perth, WA : 1874 - 1879)",2,1879-01-21,Article,870,N,0,"The few who have spare time, and are so disposed, have gone down to Perth this week for the races. Many have been prevented from doing so by the delay caused by the",https://nla.gov.au/nla.news-article2980567,http://trove.nla.gov.au/newspaper/page/730544
NORTHAM,LOCATION,18790121-29-2980567 (1 of 1).txt,NORTHAM,WA,-31.65293969,116.6829514,100,29,"COUNTRY NEWS. Our Eastern Districts Letter. From our own correspondent. NORTHAM, 11th. Jan.",29,"The Western Australian Times (Perth, WA : 1874 - 1879)",2,1879-01-21,Article,870,N,0,"The few who have spare time, and are so disposed, have gone down to Perth this week for the races. Many have been prevented from doing so by the delay caused by the",https://nla.gov.au/nla.news-article2980567,http://trove.nla.gov.au/newspaper/page/730544
ADELAIDE,LOCATION,18800123-30-2982471 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,30,"Telegraphic News. [ASSOCIATED PRESS.] ADELAIDE, Jan. 20.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1880-01-23,Article,823,N,1,"Several bush-fires have occurred, doing much damage. The citizens have decided by a large majority to light the city with gas instead of",https://nla.gov.au/nla.news-article2982471,http://trove.nla.gov.au/newspaper/page/724582
LIVERPOOL,LOCATION,18800123-30-2982471 (2 of 2).txt,LIVERPOOL,NSW,-33.93365749,150.9056878,100,30,"Telegraphic News. [ASSOCIATED PRESS.] ADELAIDE, Jan. 20.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1880-01-23,Article,823,N,1,"Several bush-fires have occurred, doing much damage. The citizens have decided by a large majority to light the city with gas instead of",https://nla.gov.au/nla.news-article2982471,http://trove.nla.gov.au/newspaper/page/724582
ADELAIDE,LOCATION,18800123-30-2982471 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,30,"Telegraphic News. [ASSOCIATED PRESS.] ADELAIDE, Jan. 20.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1880-01-23,Article,823,N,1,"Several bush-fires have occurred, doing much damage. The citizens have decided by a large majority to light the city with gas instead of",https://nla.gov.au/nla.news-article2982471,http://trove.nla.gov.au/newspaper/page/724582
MELBOURNE,LOCATION,18800123-30-2982471 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,30,"Telegraphic News. [ASSOCIATED PRESS.] ADELAIDE, Jan. 20.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1880-01-23,Article,823,N,1,"Several bush-fires have occurred, doing much damage. The citizens have decided by a large majority to light the city with gas instead of",https://nla.gov.au/nla.news-article2982471,http://trove.nla.gov.au/newspaper/page/724582
BUNBURY,LOCATION,18810322-30-2984723 (1 of 3).txt,BUNBURY,SA,-36.22099449,139.9629257,100,30,"COUNTRY LETTERS. (From our own correspondents.) BUNBURY, March 14th.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1881-03-22,Article,1461,N,1,"The excessive heat referred to in my last still continues. Bush fires are destroying large quantities of timber in various localities, and one of these conflagrations almost destroyed a",https://nla.gov.au/nla.news-article2984723,http://trove.nla.gov.au/newspaper/page/725102
ALBANY,LOCATION,18840103-30-2990186 (1 of 1).txt,ALBANY,WA,-35.02040905,117.88235420000001,100,30,OCCASIONAL NOTES.,30,"The West Australian (Perth, WA : 1879 - 1954)",3,1884-01-03,Article,3318,N,4,WE are indebted to the courtesy of His Excellency the Governor for a copy of the official report of the proceedings of the late Intercolonial Convention.,https://nla.gov.au/nla.news-article2990186,http://trove.nla.gov.au/newspaper/page/725710
MELBOURNE,LOCATION,18860108-30-3005626 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,30,"INTERCOLONIAL. MELBOURNE, January 5.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1886-01-08,Article,419,N,0,"The heat throughout the colony is intense and terrible bushfires are raging in the Western District. MELBOURNE, Jan. 5.",https://nla.gov.au/nla.news-article3005626,http://trove.nla.gov.au/newspaper/page/731598
ALBANY,LOCATION,18860330-30-3007996 (1 of 1).txt,ALBANY,WA,-35.02040905,117.88235420000001,100,30,NOTES FROM ETICUP.,30,"The West Australian (Perth, WA : 1879 - 1954)",3,1886-03-30,Article,916,N,1,"I wonder if the Kojunup Roads Board have forgotten us altogether, or do they wish us to continue travelling on our bush tracks up to our knees in slush in winter",https://nla.gov.au/nla.news-article3007996,http://trove.nla.gov.au/newspaper/page/732118
ALBANY,LOCATION,18860330-30-3007996 (1 of 1).txt,ALBANY,WA,-35.02040905,117.88235420000001,100,30,NOTES FROM ETICUP.,30,"The West Australian (Perth, WA : 1879 - 1954)",3,1886-03-30,Article,916,N,1,"I wonder if the Kojunup Roads Board have forgotten us altogether, or do they wish us to continue travelling on our bush tracks up to our knees in slush in winter",https://nla.gov.au/nla.news-article3007996,http://trove.nla.gov.au/newspaper/page/732118
YORK,LOCATION,18911201-30-3028113 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100,30,NEWS AND NOTES.,30,"The West Australian (Perth, WA : 1879 - 1954)",4,1891-12-01,Article,2927,N,2,"MR. LOTON, M.L.A., will address his constituents at the Court-house, Guildford, to-morrow evening, at eight o'clock. SIR FREDERICK BROOME, Governor of",https://nla.gov.au/nla.news-article3028113,http://trove.nla.gov.au/newspaper/page/755308
GUILDFORD,LOCATION,18911201-30-3028113 (1 of 1).txt,GUILDFORD,VIC,-37.14903485,144.1465336,100,30,NEWS AND NOTES.,30,"The West Australian (Perth, WA : 1879 - 1954)",4,1891-12-01,Article,2927,N,2,"MR. LOTON, M.L.A., will address his constituents at the Court-house, Guildford, to-morrow evening, at eight o'clock. SIR FREDERICK BROOME, Governor of",https://nla.gov.au/nla.news-article3028113,http://trove.nla.gov.au/newspaper/page/755308
MELBOURNE,LOCATION,18930213-30-3045207 (3 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
MARONG,LOCATION,18930213-30-3045207 (3 of 3).txt,MARONG,VIC,-36.72300204,144.13643059999998,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
DIAMOND CREEK,LOCATION,18930213-30-3045207 (3 of 3).txt,DIAMOND CREEK,VIC,-37.68055220000001,145.122711,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
DIAMOND CREEK,LOCATION,18930213-30-3045207 (3 of 3).txt,DIAMOND CREEK,VIC,-37.68055220000001,145.122711,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
MELBOURNE,LOCATION,18930213-30-3045207 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
MARONG,LOCATION,18930213-30-3045207 (2 of 3).txt,MARONG,VIC,-36.72300204,144.13643059999998,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
MELBOURNE,LOCATION,18930213-30-3045207 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
MARONG,LOCATION,18930213-30-3045207 (1 of 3).txt,MARONG,VIC,-36.72300204,144.13643059999998,100,30,"DISASTROUS BUSH FIRES IN VICTORIA. GREAT DESTRUCTION OF PROPERTY AND STOCK. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, Feb. 10.",30,"The West Australian (Perth, WA : 1879 - 1954)",6,1893-02-13,Article,421,N,0,"Reports received during yesterday show that the bush fires, which raged in all parts of the country, have been most disastrous in their effects. The heat which prevailed all",https://nla.gov.au/nla.news-article3045207,http://trove.nla.gov.au/newspaper/page/804316
BROOME,LOCATION,18950122-30-3071969 (3 of 5).txt,BROOME,WA,-17.9614337,122.23585200000001,100,30,THE WORKING OF THE TELEGRAPH. DEPUTATION TO THE MINISTER.,30,"The West Australian (Perth, WA : 1879 - 1954)",3,1895-01-22,Article,2642,N,0,"A deputation representing the Stock Exchange of Perth, also a number of ether merchants and stockbrokers, and representatives of insurance and financial companies,",https://nla.gov.au/nla.news-article3071969,http://trove.nla.gov.au/newspaper/page/810880
ADELAIDE,LOCATION,18950122-30-3071969 (3 of 5).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,30,THE WORKING OF THE TELEGRAPH. DEPUTATION TO THE MINISTER.,30,"The West Australian (Perth, WA : 1879 - 1954)",3,1895-01-22,Article,2642,N,0,"A deputation representing the Stock Exchange of Perth, also a number of ether merchants and stockbrokers, and representatives of insurance and financial companies,",https://nla.gov.au/nla.news-article3071969,http://trove.nla.gov.au/newspaper/page/810880
ADELAIDE,LOCATION,18950122-30-3071969 (2 of 5).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,30,THE WORKING OF THE TELEGRAPH. DEPUTATION TO THE MINISTER.,30,"The West Australian (Perth, WA : 1879 - 1954)",3,1895-01-22,Article,2642,N,0,"A deputation representing the Stock Exchange of Perth, also a number of ether merchants and stockbrokers, and representatives of insurance and financial companies,",https://nla.gov.au/nla.news-article3071969,http://trove.nla.gov.au/newspaper/page/810880
NORTHAM,LOCATION,18960106-30-3076153 (1 of 3).txt,NORTHAM,WA,-31.65293969,116.6829514,100,30,"THE WEATHER IN THE COUNTRY. NORTHAM. BUSH FIRES. HAY STACKS DESTROYED. NORTHAM, January 5.",30,"The West Australian (Perth, WA : 1879 - 1954)",4,1896-01-06,Article,681,N,1,After a week of the hottest weather ever experienced here comparatively cool weather is now being enjoyed. A strong oool wind from the south-east set in at about 10 o'clock on,https://nla.gov.au/nla.news-article3076153,http://trove.nla.gov.au/newspaper/page/813219
SEABROOK,LOCATION,18960106-30-3076153 (2 of 3).txt,SEABROOK,VIC,-37.882382,144.757566,100,30,"THE WEATHER IN THE COUNTRY. NORTHAM. BUSH FIRES. HAY STACKS DESTROYED. NORTHAM, January 5.",30,"The West Australian (Perth, WA : 1879 - 1954)",4,1896-01-06,Article,681,N,1,After a week of the hottest weather ever experienced here comparatively cool weather is now being enjoyed. A strong oool wind from the south-east set in at about 10 o'clock on,https://nla.gov.au/nla.news-article3076153,http://trove.nla.gov.au/newspaper/page/813219
SEABROOK,LOCATION,18960106-30-3076153 (3 of 3).txt,SEABROOK,VIC,-37.882382,144.757566,100,30,"THE WEATHER IN THE COUNTRY. NORTHAM. BUSH FIRES. HAY STACKS DESTROYED. NORTHAM, January 5.",30,"The West Australian (Perth, WA : 1879 - 1954)",4,1896-01-06,Article,681,N,1,After a week of the hottest weather ever experienced here comparatively cool weather is now being enjoyed. A strong oool wind from the south-east set in at about 10 o'clock on,https://nla.gov.au/nla.news-article3076153,http://trove.nla.gov.au/newspaper/page/813219
OTAGO,LOCATION,18880816-30-3120231 (1 of 1).txt,OTAGO,TAS,-42.80200809,147.292517,100,30,"INTER COLONIAL. VICTORIA. [BY TELEGRAPH.] (FROM OUR CORRESPONDENT.) MELBOURNE, August 13.",30,"The West Australian (Perth, WA : 1879 - 1954)",3,1888-08-16,Article,434,N,0,The Seamen's Union held a meeting to-night; the proceedings were k[?]pt secret. A trade dispute is looming between the two Carpenters' Trades Societies and the,https://nla.gov.au/nla.news-article3120231,http://trove.nla.gov.au/newspaper/page/748674
ASHBURTON,LOCATION,18900109-30-3131166 (1 of 1).txt,ASHBURTON,VIC,-37.874702,145.076009,100,30,NEWS AND NOTES.,30,"The West Australian (Perth, WA : 1879 - 1954)",2,1890-01-09,Article,1483,N,1,"THREE letters each are lying at this office for H.L.—""Surveyor""—and ""Pendraqon."" Yesterday, telegraphic communication with Beverley was restored at 12.45 p m.",https://nla.gov.au/nla.news-article3131166,http://trove.nla.gov.au/newspaper/page/750288
PERTH,LOCATION,18900109-30-3131166 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100,30,NEWS AND NOTES.,30,"The West Australian (Perth, WA : 1879 - 1954)",2,1890-01-09,Article,1483,N,1,"THREE letters each are lying at this office for H.L.—""Surveyor""—and ""Pendraqon."" Yesterday, telegraphic communication with Beverley was restored at 12.45 p m.",https://nla.gov.au/nla.news-article3131166,http://trove.nla.gov.au/newspaper/page/750288
ALBANY,LOCATION,18900109-30-3131166 (1 of 1).txt,ALBANY,WA,-35.02040905,117.88235420000001,100,30,NEWS AND NOTES.,30,"The West Australian (Perth, WA : 1879 - 1954)",2,1890-01-09,Article,1483,N,1,"THREE letters each are lying at this office for H.L.—""Surveyor""—and ""Pendraqon."" Yesterday, telegraphic communication with Beverley was restored at 12.45 p m.",https://nla.gov.au/nla.news-article3131166,http://trove.nla.gov.au/newspaper/page/750288
