article_id,trove_id,Database,Total Chapters,Chapter,Date,Decade,Trove Title,Chapter Title,Whole Item Link,Chapter Link,url,Genre,Narrative Foreground/Background,Bushfire_Tense_Context,Summary_of_Bushfire,Excerpt #1,Accuracy,Point/Polygon,Bushfire_Location,Excerpt or note on fire location,Trove ID,Common Title,Publication Title,Start Date,End Date,Additional Info,Length,nothing,Curated Dataset,Identified Sources,Publication Source,Newspaper ID,Newspaper,Newspaper Common Title,Coordinates,Newspaper Location,Newspaper Type,Colony/State,Author ID,Author,Other Names,Publication Author,Gender,Nationality,Nationality Details,Author Details,Inscribed Gender,Inscribed Nationality,Signature,Name Category,Context
128493728,8520,Database,,,1874,1870,Gentleman Jack,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8520,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=128493728,https://trove.nla.gov.au/newspaper/article/128493728,,Narrative Background,Past Secondary,discussion of how bushfire had driven cattle into gully,"With a grutit of farewell, Jack Koscoe 1 strode Sown the verandah, his spurs clanking on the hard lime floor, and flinging himself into the saddle was soon hidden by the dens*? bush which surrounded the clearing ui»on whieh the station buildings were. ] His errand was one of pome difficulty. The day before, the blacks had brought infor mation to Brock, the overseer, that some thirty or forty head of cattle had been driven by a bush fire into a deep gully between two of the low ranges, the tops of which were visible above the s=ea of mallee, 90 miles from
the home station.",Proximate,Polygon,"90 miles from the homestation (station Manooro, in the District of 'Wimmera, Victoria)",,8520,Gentleman Jack,Gentleman Jack,1874-08-20,1874-09-24,,0,,Y,,,373,"Southern Argus (Port Elliot, SA : 1866 - 1954)",Port Elliot Southern Argus,"-35.5304416, 138.6799896","Port Elliot, SA",Provincial,South Australia,1860,C. E. R.,,C. E. R.,Unknown,Unknown,,,Uninscribed,Australian,,Initials only,
162479587,14878,Database,,,1874,1870,"Kate Mayson; or, Whirls on the Way to Fortune",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14878,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=162479587,https://trove.nla.gov.au/newspaper/article/162479587,,Part of Speech,Metaphor,,,Metaphor,None,None,"We'll lay by her till daylight, if she floats so long.'Walter had often read tales of shipwrecks, and used to fancy that there was a lively excitement in ths danger, somewhat like riding through a bush fire, or galloping across a rough country in pursuit of a mounted bushranger. His experience of sea life — as I before stated — was very limited.",14878,"Kate Mayson; or, Whirls on the Way to Fortune","Kate Mayson; or, Whirls on the Way to Fortune",1874-02-21,1874-05-16,,0,,Y,,,698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),Sydney Mail,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1124,Old Boomerang,"Houlding, J. R.",Old Boomerang,Male,Australian,,AustLit; Obit: http://nla.gov.au/nla.news-article15769236,Male,Australian,,Pseudonym,
162481106,14878,Database,,,1874,1870,"Kate Mayson; or, Whirls on the Way to Fortune",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14878,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=162481106,https://trove.nla.gov.au/newspaper/article/162481106,,Part of Speech,Hypothetical/Theoretical,,,Hypothetical,None,None,"In the consciousness- I that there was no human eye to observe his weakness,. 1 he there gave free vent to his overwhelming emotion ; I and theugh he was as brave a young man as ever rode 1 through a new country, or camped by a bush fire, he I wept uke a child. 1 The morning was breaking, and the golden streaks- 1 of sunlight were obscuring Walter's dimly burning. | lamp, but he was pacing his room.",14878,"Kate Mayson; or, Whirls on the Way to Fortune","Kate Mayson; or, Whirls on the Way to Fortune",1874-02-21,1874-05-16,,0,,Y,,,698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),Sydney Mail,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1124,Old Boomerang,"Houlding, J. R.",Old Boomerang,Male,Australian,,AustLit; Obit: http://nla.gov.au/nla.news-article15769236,Male,Australian,,Pseudonym,
1399672,168,Database,,,1876,1870,A Hundred Pounds,A Dark Night's Work,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=168,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=1399672,https://trove.nla.gov.au/newspaper/article/1399672,,Narrative Background,Part of Speech,whipping the air like trying to extinguish a bushfire,,Metaphor,None,None,,168,A Hundred Pounds,A Hundred Pounds,1876-02-19,1876-04-22,A Novelette,0,,Y,ADB,,16,The Brisbane Courier (Qld. : 1864 - 1933),Brisbane Courier,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,57,"Stephens, J. Brunton",,"Stephens, J. Brunton",Male,Australian,,ADB,Uninscribed,Australian,,Attributed,
110991841,14213,Database,,,1876,1870,"The Emigrant Family; or, The Story of an Australian Settler",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14213,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=110991841,https://trove.nla.gov.au/newspaper/article/110991841,,Narrative Background,Past Primary,,,,,On the road. to Mauaroo Plains,"Reuben Kabel's object in removing his

herd was partly to resoue them from the wild oondition into which they had got through running, amongst a labrynth of mountains quite inaccessible in many places to the horsemen, and partly to remove them to good pasturage, from a locality whioh the bush fires of the past season had left, almost without blade of grass. The tract' of oountry, .he wds 'goiiig to is 'a vast' plain) retaining the . aboriginal appellation .of Manarjo,'aod is 'considered to oontain some of the best graziDg ground for horned oattle in the Australian colonies.",14213,"The Emigrant Family; or, The Story of an Australian Settler","The Emigrant Family; or, The Story of an Australian Settler",1876-01-08,1876-04-25,,0,,Y,,,354,The Newcastle Chronicle (NSW : 1866 - 1876),Newcastle Morning Herald,"-32.9282712, 151.7816802","Newcastle, NSW",Provincial,New South Wales,4828,"Harris, Alexander",,"Harris, Alexander",Male,British,Australian visitor,AustLit,Male,Australian,,Attributed,
181785345,17477,Database,28,21,1877,1870,Anderton's Angling. The Story of a Holiday in Tasmania. A Novelette,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=17477,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=181785345,https://trove.nla.gov.au/newspaper/article/181785345,,Narrative Foreground,Present Primary,bushfire is main event that is occuring in this chapter,,Proximate,Polygon,Four miles out of Deloraine,,17477,Anderton's Angling. The Story of a Holiday in Tasmania. A Novelette,Anderton's Angling. The Story of a Holiday in Tasmania. A Novelette,1877-02-10,1877-06-16,Written Expressly for the Week,0,,Y,,,891,"The Week (Brisbane, Qld. : 1876 - 1934)",Brisbane Week,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,5508,"Senior, W.","Senior, William; Red Spinner","Senior, W. (""Red Spinner"")",Male,British,worked in Australia,,Male,Australian,"""Waterside Sketches,"" ""Notable Shipwrecks""",Initials and surname with signature,
181785829,17477,Database,,,1877,1870,Anderton's Angling. The Story of a Holiday in Tasmania. A Novelette,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=17477,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=181785829,https://trove.nla.gov.au/newspaper/article/181785829,,Narrative Background,Present Secondary,bushfire is a secondary event that is occuring in the background but not of significance to the chapter,,Proximate,,"Mountain range beyond St. Leonards, Tasmania",,17477,Anderton's Angling. The Story of a Holiday in Tasmania. A Novelette,Anderton's Angling. The Story of a Holiday in Tasmania. A Novelette,1877-02-10,1877-06-16,Written Expressly for the Week,0,,Y,,,891,"The Week (Brisbane, Qld. : 1876 - 1934)",Brisbane Week,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,5508,"Senior, W.","Senior, William; Red Spinner","Senior, W. (""Red Spinner"")",Male,British,worked in Australia,,Male,Australian,"""Waterside Sketches,"" ""Notable Shipwrecks""",Initials and surname with signature,
42994936,5821,Database,,,1878,1870,Recollections of a Septuagenarian,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=5821,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=42994936,https://trove.nla.gov.au/newspaper/article/42994936,Recollection,Narrative Background,Past Primary,"This is such an interesting account, because it suggests that the weather has also been colonised, discussion of Black Thursday","‘These and other processes consequent on our settling here have, as old colonists agree, considerably modified our weather’ – so her is writing about how it used to be, when they first arrived, including the bushfire 33 years ago in 1851; ‘black Thursday of 1851’…before the place was civilised. Old Colonial Weather, chapter XXXVII is a curious chapter taken from the collection “Recollections of a Septuagenarian” printed into the South Australian Register. In this collection (so and so) reflects on changes in Australian society since earlier ‘colonial days;’ this particular chapter explores changes in climate and weather. He reflects, “these and other processes consequent on our settling here have, as old colonists agree, considerably modified our weather. My present business, however, is with that old and kindred phenomena as we found them on arrival in the colony”",,,Black Thursday,"That day fruits of all kinds then in season were literally roasted on the trees, having the exact flavour of fruit long submitted to the action of fire. Leaves of trees and bushes and the upper portions of vegetables were so thoroughly calcined that a mere touch reduced them to powder. The whole of Australia appears to have been subjected to the inclemency of that unearthly day, and it assumed much greater severity in Victoria and New South Wales than in South Australia. When engaged in gold-digging in the ad joining colony in 1852 several Victorian settlers, for the time similarly engaged, narrated to me extraordinary scenes which they had witnessed in the uncultivated districts of that colony on Black Thurs day. Enormous bush-fires were burning in every direction, sheep and cattle were roasted alive, and several human lives were sacrificed. In some instances, while one fire was rushing and roaring along another conflagration would burst forth a few miles ahead, as if the eager demon of fire had vaulted unseen over the intervening space. It is a curious fact, to which I can personally bear testimony, that the abori ginals of Victoria uniformly attributed the origin of gold to Black Thursday, which immediately preceded its discovery. I",5821,Recollections of a Septuagenarian,Personal Recollections of a Septuagenarian,1876-12-22,1878-07-10,,0,,Y,,,41,"South Australian Register (Adelaide, SA : 1839 - 1900)",South Australian Register,"-34.9284989, 138.6007456","Adelaide, SA",Metropolitan,South Australia,706,"Hailes, Nathaniel","Short, Timothy; Lancelot Yellowleaf; Geoffry Crabthorn",Unattributed,Male,Australian,,AustLit,Uninscribed,Australian,,Unattributed,
70593241,7660,Database,34,21,1878,1870,An Australian Squire,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7660,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=70593241,https://trove.nla.gov.au/newspaper/article/70593241,,Narrative Foreground,Past Primary,"bushfire is main event that has just occured in this chapter - they will rebuild despite the devastation, this is also another reference to Black Thursday!","""'After all,"" he said, "" the grass will grow again.
Probably there will be a rise in stock after all this
destruction of property, which may more than
recoup me for the expense of a new homestead.
You must not run down the country, Mrs. Effing-
ham. I have noticed its most wonderful recoveries,
even during my short experience.""",Precise,Point,Warbook,,7660,An Australian Squire,An Australian Squire,1877-10-06,1879-02-01,,0,,Y,AustLit,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1298,"Boldrewood, Rolf",,Unattributed,Male,Australian,,,Uninscribed,Australian,"""The Squatter's Dream""",Unattributed with signature,
70593954,7660,Database,,,1878,1870,An Australian Squire,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7660,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=70593954,https://trove.nla.gov.au/newspaper/article/70593954,,Narrative Background,Past Secondary,discussion of fire that may have occured in earlier chapter,,Indeterminate,Indeterminate,Mr Forbe's,,7660,An Australian Squire,An Australian Squire,1877-10-06,1879-02-01,,0,,Y,AustLit,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1298,"Boldrewood, Rolf",,Unattributed,Male,Australian,,,Uninscribed,Australian,"""The Squatter's Dream""",Unattributed with signature,
70613649,7660,Database,,,1878,1870,An Australian Squire,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7660,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=70613649,https://trove.nla.gov.au/newspaper/article/70613649,,Part of Speech,Hypothetical/Theoretical,No bushfires were likely at this time of year,,,,,,7660,An Australian Squire,An Australian Squire,1877-10-06,1879-02-01,,0,,Y,AustLit,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1298,"Boldrewood, Rolf",,Unattributed,Male,Australian,,,Uninscribed,Australian,"""The Squatter's Dream""",Unattributed with signature,
162698707,14936,Database,,,1878,1870,Mrs Ord,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14936,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=162698707,https://trove.nla.gov.au/newspaper/article/162698707,,Narrative Background,Past Secondary,character recounting seeing devastation of fire at Holtscroft,,Precise,Point,Holtscroft,,14936,Mrs Ord,Mrs Ord,1878-08-10,1878-11-16,Written for the Sydney Mail,0,,Y,,,698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),Sydney Mail,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,5340,"Parkes, Clarinda","Parkes, Menie; Parsley, Patty; Alethea",Ariel,Female,Australian,,AustLit,Uninscribed,Australian,,Pseudonym,
